carrier,hub,source_location_id,brand,zone,on_time_to_window,sales_channel,has_a_scope,ease_of_delivery,ease_of_scheduling,delivery_weekday,delivery_month,create_to_deliver,create_to_first_offer,create_to_visible,first_offer_to_delivery,hub_to_first_offer,ship_to_hub,visible_to_ship,create_to_ship,nps_score
PRNL,28,59,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,7,9,12.66666667,7.583333333,1.333333333,5.083333333,2.25,1.0,3.0,4.0,10.0
PRNL,RICA,190,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,2,1,6.458333333,3.583333333,0.541666667,2.875,2.0,0.0,5.708333333,6.0,10.0
NVCP,BREA,175,TEMPUR,Zone 2,On time,TRS,0,5.0,5.0,7,7,18.41666667,2.583333333,0.5,15.83333333,1.125,0.125,0.833333333,1.0,10.0
PRNL,CHRT,419,SEALY,Zone 1,On time,Alternative Channels,0,1.0,1.0,4,7,22.45833333,20.58333333,9.666666667,1.875,4.125,0.166666667,6.625,16.0,0.0
NVCP,RLNJ,59,TEMPUR,Zone 1,Early,TRS,0,5.0,5.0,6,7,12.5,4.583333333,1.166666667,7.916666667,2.0,0.291666667,1.125,2.0,10.0
PRNL,28,59,TEMPUR,Zone 1,On time,TRS,1,5.0,5.0,4,3,16.375,14.58333333,0.583333333,1.791666667,12.04166667,0.583333333,1.375,1.0,10.0
NVCP,BREA,175,TEMPUR,Zone 2,Early,TRS,0,5.0,5.0,7,11,12.33333333,10.58333333,4.541666667,1.75,3.083333333,0.166666667,2.791666667,7.0,8.0
PRNL,RIVE,91,TEMPUR,Zone 1,Early,TRS,0,5.0,5.0,6,12,13.41666667,5.583333333,0.416666667,7.833333333,3.0,0.125,2.041666667,2.0,10.0
DRYN,LBCK,430,SEALY,Zone 2,On time,S&F.com,0,3.0,4.0,7,12,11.54166667,11.5,6.75,0.041666667,4.0,0.25,0.5,7.0,5.0
DRYN,HILE,91,TEMPUR,Zone 2,Early,TRS,0,5.0,5.0,6,11,4.541666667,3.541666667,0.666666667,1.0,1.125,0.208333333,1.541666667,2.0,10.0
SSYS,IRVN,150,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,5,1,7.708333333,6.625,1.375,1.083333333,1.291666667,3.583333333,0.375,1.0,10.0
SSYS,IRVN,150,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,3,11,8.666666667,4.583333333,2.708333333,4.083333333,1.208333333,0.041666667,0.625,3.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 2,Late,TRS,0,5.0,4.0,2,11,10.5,6.583333333,0.75,3.916666667,2.041666667,0.291666667,3.5,4.0,10.0
SSYS,IRVN,150,TEMPUR,Zone 1,On time,Direct to Consumer,0,4.5,5.0,4,3,7.708333333,2.583333333,0.625,5.125,1.041666667,0.208333333,0.708333333,1.0,10.0
SSYS,LEXI,75,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,2,4,28.41666667,24.58333333,7.541666667,3.833333333,13.29166667,0.916666667,2.833333333,10.0,10.0
PRNL,CHIC,81,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,4,7,15.45833333,8.583333333,1.333333333,6.875,1.208333333,4.166666667,1.875,3.0,9.0
PRNL,RLGH,81,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,5.0,4,8,15.54166667,15.54166667,0.75,0.0,12.20833333,0.583333333,2.0,2.0,10.0
NVCP,LKWD,190,TEMPUR,Zone 1,Early,TRS,0,4.0,5.0,4,12,23.45833333,14.58333333,3.708333333,8.875,6.166666667,3.75,0.958333333,4.0,8.0
SSYS,HUNV,81,TEMPUR,Zone 2,On time,TRS,0,5.0,5.0,6,6,8.666666667,6.958333333,0.583333333,1.708333333,1.541666667,0.25,4.583333333,5.0,10.0
PRNL,28,59,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,4,3,9.458333333,4.583333333,0.791666667,4.875,2.208333333,0.083333333,1.5,2.0,10.0
SSYS,ORLN,91,TEMPUR,Zone 1,On time,Direct to Consumer,0,4.0,4.0,4,6,9.708333333,4.583333333,0.791666667,5.125,2.208333333,0.708333333,0.875,1.0,8.0
SSYS,DAYT,75,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,4,6,16.625,3.0,0.583333333,13.625,0.5,0.125,1.791666667,2.0,10.0
PRNL,CHRT,81,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,4.0,5,5,20.54166667,5.583333333,0.75,14.95833333,1.0,0.375,3.458333333,4.0,7.0
NDLV,WKAS,101,TEMPUR,Zone 1,Early,Direct to Consumer,0,4.0,5.0,2,9,6.5,3.416666667,0.375,3.083333333,1.083333333,0.958333333,1.0,1.0,8.0
SPCG,MLPT,190,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,6,8,15.41666667,13.58333333,0.5,1.833333333,6.333333333,0.708333333,6.041666667,6.0,10.0
SSYS,IRVN,150,TEMPUR,Zone 1,Early,Sam's,0,1.0,1.0,4,4,4.458333333,3.583333333,1.458333333,0.875,1.083333333,0.083333333,0.958333333,2.0,10.0
PRNL,RIVE,91,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,7,4,8.416666667,7.583333333,0.625,0.833333333,3.041666667,1.083333333,2.833333333,3.0,10.0
SPCG,FKLN,59,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,4,3,11.45833333,6.583333333,0.708333333,4.875,1.25,0.875,3.75,4.0,10.0
SPCG,BAKE,175,TEMPUR,Zone 3,On time,Direct to Consumer,0,4.0,5.0,2,3,18.58333333,15.58333333,0.541666667,3.0,11.20833333,2.791666667,1.041666667,1.0,8.0
PRNL,CHRT,59,TEMPUR,Zone 2,Early,Direct to Consumer,0,1.0,4.0,3,11,32.54166667,28.58333333,0.458333333,3.958333333,23.0,2.0,3.125,3.0,10.0
PRNL,RLGH,81,TEMPUR,Zone 1,On time,Direct to Consumer,1,3.0,3.5,6,6,10.5,3.583333333,0.416666667,6.916666667,2.291666667,0.041666667,0.833333333,1.0,5.0
DRYN,JKVL,91,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,2,5,14.5,4.541666667,0.75,9.958333333,1.125,1.041666667,1.625,2.0,10.0
PRNL,RICA,190,TEMPUR,Zone 1,On time,Costco,1,3.0,2.0,3,6,12.375,8.583333333,0.583333333,3.791666667,8.0,0.0,8.833333333,9.0,6.0
SPCG,FKLN,59,TEMPUR,Zone 1,On time,TRS,0,4.0,3.5,3,11,15.45833333,8.583333333,0.791666667,6.875,4.25,1.75,1.791666667,2.0,9.0
PRNL,RIVE,101,TEMPUR,Zone 1,Late,TRS,0,1.5,1.0,4,7,12.66666667,11.58333333,3.375,1.083333333,4.25,3.0,0.958333333,4.0,10.0
PRNL,ROUS,75,TEMPUR,Zone 2,On time,TRS,0,4.0,3.0,5,7,37.625,36.0,0.5,1.625,32.625,0.791666667,2.083333333,2.0,10.0
SSYS,TOLL,160,TEMPUR,Zone 1,Early,TRS,0,5.0,5.0,7,1,4.291666667,2.541666667,0.541666667,1.75,1.0,0.125,0.875,1.0,10.0
PRNL,OVER,101,TEMPUR,Zone 1,Early,TRS,0,5.0,5.0,6,7,10.375,8.625,0.666666667,1.75,2.166666667,4.875,0.916666667,1.0,10.0
SSYS,PLFD,75,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,5,2,6.25,4.625,0.583333333,1.625,0.333333333,0.833333333,2.875,3.0,10.0
PRNL,OVER,101,TEMPUR,Zone 1,Missing Data,TRS,0,5.0,3.0,6,5,9.375,7.041666667,0.583333333,2.333333333,0.458333333,4.708333333,1.291666667,1.0,9.0
PRNL,STLO,101,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,4,11,8.375,4.583333333,0.166666667,3.791666667,3.25,0.916666667,0.25,0.0,10.0
NVCP,BREA,175,TEMPUR,Zone 2,On time,TRS,0,5.0,5.0,7,12,19.41666667,12.58333333,7.416666667,6.833333333,4.041666667,0.0,1.125,8.0,10.0
PRNL,CHIC,75,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,4,8,16.58333333,11.58333333,6.458333333,5.0,1.25,0.458333333,3.416666667,9.0,9.0
SPCG,LITT,150,TEMPUR,Zone 3,On time,TRS,1,1.0,1.0,3,2,20.375,9.583333333,1.625,10.79166667,2.166666667,3.791666667,2.0,3.0,1.0
NVCP,RLNJ,59,TEMPUR,Zone 2,On time,Direct to Consumer,0,4.0,4.0,2,6,11.54166667,8.583333333,0.583333333,2.958333333,4.0,0.291666667,3.708333333,4.0,8.0
DRYN,AUSN,150,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,4,6,6.416666667,4.5,0.583333333,1.916666667,3.125,0.416666667,0.375,0.0,10.0
PRNL,CHIC,75,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,3,5,11.33333333,7.0,0.583333333,4.333333333,0.625,0.916666667,4.875,5.0,10.0
SPCG,FKLN,59,TEMPUR,Zone 1,Late,Direct to Consumer,0,4.0,3.0,6,2,10.54166667,8.583333333,0.25,1.958333333,1.208333333,3.958333333,3.166666667,3.0,8.0
DRYN,JKVL,91,TEMPUR,Zone 1,Late,TRS,0,5.0,5.0,7,9,9.666666667,8.541666667,0.791666667,1.125,3.166666667,3.833333333,0.75,1.0,10.0
PRNL,DEVR,170,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,6,12,4.583333333,3.583333333,0.666666667,1.0,2.166666667,0.041666667,0.708333333,1.0,10.0
PRNL,ROUS,75,TEMPUR,Zone 2,On time,TRS,0,5.0,4.5,7,10,33.375,31.58333333,10.33333333,1.791666667,16.0,1.208333333,4.041666667,14.0,10.0
SSYS,LEXI,75,TEMPUR,Zone 1,On time,Direct to Consumer,0,4.5,4.0,6,7,9.5,8.583333333,0.666666667,0.916666667,1.0,1.166666667,5.75,6.0,8.0
SSYS,LEXI,75,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,4.5,7,3,9.666666667,8.583333333,0.708333333,1.083333333,2.166666667,1.0,4.708333333,5.0,10.0
PRNL,RIVE,91,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,4.5,2,9,8.541666667,5.583333333,1.25,2.958333333,4.0,0.166666667,0.166666667,1.0,10.0
PRNL,90,445,SEALY,Zone 3,Late,S&F.com,0,4.0,3.0,4,8,16.625,16.58333333,0.583333333,0.041666667,13.125,0.208333333,2.666666667,3.0,5.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,Direct to Consumer,0,4.0,4.5,7,6,11.70833333,7.583333333,1.5,4.125,5.0,0.333333333,0.75,2.0,8.0
SSYS,COGA,81,TEMPUR,Zone 1,Early,Direct to Consumer,0,4.0,4.5,3,4,14.625,9.583333333,3.416666667,5.041666667,2.208333333,0.958333333,3.0,6.0,8.0
PRNL,RICA,190,TEMPUR,Zone 1,Late,TRS,0,5.0,5.0,5,3,2.708333333,2.583333333,0.75,0.125,1.0,0.0,1.541666667,2.0,10.0
SPCG,SLCU,170,TEMPUR,Zone 2,On time,Other,1,3.0,2.0,2,1,39.375,25.58333333,0.416666667,13.79166667,19.25,1.833333333,4.083333333,4.0,7.0
DRYN,SANA,150,TEMPUR,Zone 3,Early,Direct to Consumer,0,5.0,5.0,3,1,14.375,4.5,0.708333333,9.875,1.041666667,0.583333333,2.166666667,2.0,10.0
PRNL,27,59,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,7,4,16.33333333,5.583333333,0.791666667,10.75,1.083333333,2.75,0.958333333,1.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,6,6,10.75,8.583333333,1.541666667,2.166666667,2.166666667,2.916666667,1.958333333,3.0,10.0
SPCG,FKLN,59,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,4.0,6,8,5.291666667,4.583333333,1.166666667,0.708333333,1.208333333,0.916666667,1.291666667,2.0,9.0
SPCG,ROSE,101,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,3,4,15.54166667,14.58333333,2.5,0.958333333,6.0,4.041666667,2.041666667,4.0,10.0
NVCP,BREA,175,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,5,9,16.66666667,10.58333333,7.708333333,6.083333333,2.083333333,0.125,0.666666667,8.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,Early,TRS,0,5.0,5.0,2,6,6.541666667,4.583333333,0.5,1.958333333,1.208333333,1.0,1.875,2.0,10.0
SPCG,NOLA,150,TEMPUR,Zone 1,Early,Direct to Consumer,0,4.0,1.5,7,3,9.666666667,5.583333333,0.625,4.083333333,0.041666667,3.583333333,1.333333333,1.0,10.0
PRNL,RICA,417,SEALY,Zone 1,On time,S&F.com,0,4.0,4.0,3,7,43.41666667,36.58333333,3.791666667,6.833333333,32.0,0.0,0.5,4.0,8.0
PRNL,28,59,TEMPUR,Zone 1,Early,Direct to Consumer,1,5.0,2.5,5,4,8.416666667,6.583333333,1.875,1.833333333,1.083333333,2.666666667,0.958333333,2.0,10.0
PRNL,ROUS,81,TEMPUR,Zone 3,On time,TRS,0,5.0,4.0,7,1,40.5,36.58333333,8.583333333,3.916666667,19.125,7.291666667,1.583333333,10.0,10.0
PRNL,CHRT,59,TEMPUR,Zone 3,Late,TRS,0,5.0,5.0,3,1,14.66666667,11.58333333,3.416666667,3.083333333,3.125,2.0,3.041666667,6.0,9.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,TRS,1,4.0,5.0,5,12,17.375,4.583333333,0.666666667,12.79166667,2.083333333,0.25,1.583333333,2.0,10.0
SSYS,TOLL,160,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,2,3,18.33333333,6.541666667,0.791666667,11.79166667,4.875,0.0,0.875,1.0,10.0
SSYS,DAYT,75,TEMPUR,Zone 2,On time,Direct to Consumer,0,2.0,2.0,5,12,9.5,8.583333333,0.541666667,0.916666667,1.208333333,0.791666667,6.041666667,6.0,0.0
DRYN,JKVL,91,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,4,11,10.625,9.541666667,1.166666667,1.083333333,1.166666667,4.916666667,2.291666667,3.0,10.0
PRNL,RIVE,91,TEMPUR,Zone 1,Early,TRS,0,5.0,5.0,3,4,7.458333333,4.583333333,0.666666667,2.875,3.0,0.125,0.791666667,1.0,10.0
PRNL,NORX,91,TEMPUR,Zone 1,Early,TRS,0,5.0,5.0,5,10,16.58333333,16.58333333,7.791666667,0.0,7.125,0.916666667,0.75,8.0,9.0
SSYS,BRHT,75,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,3,8,13.58333333,8.583333333,0.875,5.0,2.208333333,0.875,4.625,5.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,Early,Direct to Consumer,1,5.0,2.0,7,10,10.75,3.583333333,1.458333333,7.166666667,1.083333333,0.25,0.791666667,2.0,8.0
PRNL,27,59,TEMPUR,Zone 1,Late,Direct to Consumer,1,3.5,5.0,6,12,27.75,7.583333333,0.625,20.16666667,3.375,0.25,3.333333333,3.0,9.0
SSYS,HUNV,81,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,5.0,4,10,8.666666667,8.583333333,0.666666667,0.083333333,5.083333333,1.0,1.833333333,2.0,10.0
SSYS,ANMO,59,TEMPUR,Zone 2,Early,Direct to Consumer,0,5.0,5.0,3,8,19.58333333,9.583333333,0.791666667,10.0,1.25,1.041666667,6.5,7.0,10.0
NVCP,BREA,175,TEMPUR,Zone 2,Early,TRS,0,5.0,4.0,5,3,10.45833333,3.583333333,0.791666667,6.875,2.0,0.208333333,0.583333333,1.0,10.0
PRNL,RLGH,81,TEMPUR,Zone 1,On time,TRS,1,5.0,5.0,4,11,27.45833333,6.583333333,0.75,20.875,1.083333333,0.541666667,4.208333333,4.0,10.0
SPCG,KENN,150,TEMPUR,Zone 1,On time,Sam's,0,2.5,1.0,3,6,19.54166667,7.583333333,0.458333333,11.95833333,-0.041666667,3.041666667,4.125,4.0,5.0
PRNL,27,59,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,5.0,4,11,15.625,6.583333333,0.75,9.041666667,3.25,0.375,2.208333333,2.0,10.0
PRNL,CHRT,81,TEMPUR,Zone 1,On time,TRS,1,5.0,5.0,7,4,8.625,5.583333333,0.75,3.041666667,1.0,0.375,3.458333333,4.0,10.0
PRNL,28,59,TEMPUR,Zone 1,On time,TRS,0,4.0,1.5,7,12,12.625,4.583333333,0.791666667,8.041666667,2.166666667,0.458333333,1.166666667,1.0,5.0
NVCP,BREA,175,TEMPUR,Zone 1,Early,Direct to Consumer,1,5.0,5.0,5,3,6.458333333,5.583333333,0.708333333,0.875,2.083333333,0.125,2.666666667,3.0,10.0
PRNL,RIVE,91,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,4,1,9.458333333,5.583333333,2.541666667,3.875,1.958333333,0.208333333,0.875,3.0,10.0
PRNL,RIVE,91,TEMPUR,Zone 2,Early,TRS,0,5.0,4.5,5,10,13.625,6.583333333,0.666666667,7.041666667,2.958333333,0.083333333,2.875,3.0,10.0
DRYN,SANA,150,TEMPUR,Zone 3,On time,Direct to Consumer,0,5.0,5.0,5,6,11.5,11.5,2.875,0.0,2.083333333,4.083333333,2.458333333,5.0,10.0
PRNL,28,445,SEALY,Zone 1,Late,Sealy.com,0,5.0,4.0,6,12,14.41666667,14.41666667,11.83333333,0.0,1.916666667,0.208333333,0.458333333,12.0,10.0
PRNL,RICA,190,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,7,5,10.70833333,10.70833333,0.666666667,0.0,9.125,0.0,9.666666667,10.0,10.0
DRYN,AUSN,150,TEMPUR,Zone 1,Late,TRS,0,5.0,5.0,7,6,5.583333333,4.5,0.666666667,1.083333333,2.041666667,0.5,1.291666667,1.0,10.0
SPCG,WAKE,75,TEMPUR,Zone 1,On time,Direct to Consumer,0,3.0,1.0,3,5,15.58333333,9.583333333,0.708333333,6.0,1.25,4.0,3.625,4.0,0.0
PRNL,90,59,TEMPUR,Zone 2,Early,Direct to Consumer,0,3.0,1.0,7,10,25.54166667,9.583333333,0.708333333,15.95833333,2.25,1.083333333,5.541666667,6.0,0.0
PRNL,CHAN,160,TEMPUR,Zone 1,On time,Direct to Consumer,0,4.0,4.0,4,6,13.5,6.541666667,0.833333333,6.958333333,5.041666667,0.041666667,0.625,1.0,0.0
NVCP,RLNJ,59,TEMPUR,Zone 1,Late,Direct to Consumer,1,3.0,4.0,7,6,28.625,7.583333333,3.541666667,21.04166667,2.041666667,0.291666667,1.708333333,5.0,8.0
PRNL,RIVE,91,TEMPUR,Zone 1,On time,Direct to Consumer,1,5.0,4.0,4,5,20.625,6.583333333,0.75,14.04166667,4.958333333,0.208333333,0.666666667,1.0,10.0
PRNL,RICA,190,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,2,6,8.458333333,6.583333333,1.166666667,1.875,4.0,0.0,7.125,8.0,9.0
SPCG,ROLE,101,TEMPUR,Zone 1,Late,Direct to Consumer,0,3.0,3.0,2,9,8.666666667,3.583333333,1.25,5.083333333,0.291666667,1.791666667,0.25,1.0,5.0
PRNL,27,59,TEMPUR,Zone 2,Early,TRS,0,5.0,5.0,2,11,6.5,4.583333333,0.625,1.916666667,3.125,0.166666667,0.666666667,1.0,10.0
SSYS,ANMO,445,SEALY,Zone 2,Early,Sam's,0,5.0,5.0,3,2,15.54166667,10.58333333,8.833333333,4.958333333,1.166666667,0.166666667,0.416666667,9.0,10.0
PRNL,RIVE,91,TEMPUR,Zone 1,Early,Other,0,5.0,5.0,2,8,7.458333333,5.583333333,0.791666667,1.875,4.0,0.208333333,0.583333333,1.0,10.0
NVCP,BREA,175,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,5.0,7,9,11.54166667,2.583333333,0.208333333,8.958333333,2.083333333,0.083333333,0.208333333,0.0,10.0
SSYS,DAYT,75,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,6,6,8.5,7.583333333,0.666666667,0.916666667,1.166666667,0.583333333,5.166666667,5.0,10.0
SSYS,DAYT,75,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,3,3,13.41666667,9.583333333,5.708333333,3.833333333,2.166666667,0.583333333,1.125,6.0,10.0
SPCG,ALBU,160,TEMPUR,Zone 3,Late,Alternative Channels,0,5.0,4.5,5,7,16.79166667,15.58333333,2.166666667,1.208333333,8.041666667,4.916666667,0.458333333,2.0,10.0
NVCP,BREA,175,TEMPUR,Zone 1,Early,Direct to Consumer,0,1.5,4.5,7,7,8.416666667,5.583333333,0.708333333,2.833333333,2.083333333,0.166666667,2.625,3.0,8.0
SSYS,TOLL,160,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,2.0,7,2,17.33333333,2.541666667,0.416666667,14.79166667,0.875,0.041666667,1.208333333,1.0,8.0
SSYS,KNCY,436,SEALY,Zone 2,Early,Other,0,5.0,5.0,3,9,13.41666667,8.583333333,1.583333333,4.833333333,1.958333333,0.041666667,5.0,6.0,10.0
DRYN,JKVL,91,TEMPUR,Zone 1,On time,TRS,1,5.0,5.0,6,4,11.66666667,3.541666667,0.791666667,8.125,1.083333333,0.166666667,1.5,2.0,10.0
PRNL,DEVR,170,TEMPUR,Zone 1,Early,TRS,0,5.0,5.0,3,3,6.583333333,6.583333333,0.75,0.0,4.208333333,0.041666667,1.583333333,2.0,10.0
PRNL,SANF,190,TEMPUR,Zone 2,On time,TRS,0,4.0,5.0,3,5,7.708333333,3.0,0.583333333,4.708333333,1.333333333,0.125,0.958333333,1.0,8.0
PRNL,SANF,190,TEMPUR,Zone 2,On time,TRS,0,5.0,3.5,2,1,18.58333333,18.58333333,0.625,0.0,17.0,0.083333333,0.875,1.0,8.0
SSYS,DAYT,75,TEMPUR,Zone 1,On time,TRS,0,3.0,4.0,5,12,31.41666667,9.583333333,0.75,21.83333333,1.208333333,0.791666667,6.833333333,7.0,8.0
SSYS,DAYT,75,TEMPUR,Zone 1,On time,TRS,0,4.0,5.0,4,3,9.625,3.583333333,0.625,6.041666667,1.208333333,0.541666667,1.208333333,1.0,10.0
NVCP,BREA,175,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,6,9,7.333333333,6.583333333,0.666666667,0.75,2.083333333,0.125,3.708333333,4.0,10.0
SPCG,ALBU,160,TEMPUR,Zone 1,Late,TRS,1,3.0,4.0,7,9,17.58333333,10.58333333,0.791666667,7.0,4.0,4.875,0.916666667,1.0,10.0
PRNL,CHRT,81,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,4.5,3,1,19.58333333,8.583333333,0.583333333,11.0,3.208333333,0.541666667,4.25,4.0,10.0
PRNL,CHIC,75,TEMPUR,Zone 1,On time,TRS,0,5.0,4.0,7,11,9.5,8.583333333,0.583333333,0.916666667,2.291666667,0.333333333,5.375,5.0,10.0
DRYN,JKVL,59,TEMPUR,Zone 1,Early,TRS,0,5.0,5.0,7,1,25.375,13.54166667,7.625,11.83333333,3.125,1.833333333,0.958333333,8.0,10.0
SSYS,TOLL,160,TEMPUR,Zone 1,Early,TRS,0,4.5,5.0,3,9,7.416666667,2.5,0.666666667,4.916666667,0.083333333,0.958333333,0.791666667,1.0,9.0
NVCP,BREA,420,SEALY,Zone 1,On time,S&F.com,0,5.0,5.0,4,1,10.45833333,5.583333333,4.0,4.875,1.0,0.0,0.583333333,4.0,10.0
DRYN,HILE,81,TEMPUR,Zone 1,Late,TRS,0,2.0,1.0,2,6,13.75,11.54166667,2.625,2.208333333,1.083333333,6.916666667,0.916666667,3.0,0.0
DRYN,GRPR,150,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,6,8,11.54166667,11.5,9.416666667,0.041666667,1.041666667,0.0,1.041666667,10.0,10.0
DRYN,AUSN,150,TEMPUR,Zone 1,On time,Direct to Consumer,0,4.0,4.0,2,9,7.333333333,4.5,1.375,2.833333333,2.0,0.541666667,0.583333333,1.0,7.0
DRYN,HILE,91,TEMPUR,Zone 1,On time,Direct to Consumer,0,4.0,4.0,3,1,6.5,3.541666667,0.708333333,2.958333333,1.0,0.166666667,1.666666667,2.0,10.0
PRNL,CHRT,59,TEMPUR,Zone 3,On time,TRS,0,3.0,3.0,4,10,14.66666667,13.58333333,0.75,1.083333333,7.125,1.0,4.708333333,5.0,1.0
SPCG,PENC,81,TEMPUR,Zone 1,Late,Direct to Consumer,0,5.0,5.0,3,11,10.375,9.583333333,1.458333333,0.791666667,3.125,1.208333333,3.791666667,5.0,10.0
PRNL,CHRT,81,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,2.0,5,8,27.375,19.58333333,0.708333333,7.791666667,14.20833333,1.166666667,3.5,4.0,9.0
PRNL,CHIC,75,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,6,10,8.333333333,7.583333333,0.708333333,0.75,1.333333333,0.375,5.166666667,5.0,10.0
SSYS,KNCY,101,TEMPUR,Zone 1,Early,Direct to Consumer,0,4.0,5.0,6,2,4.375,2.583333333,0.708333333,1.791666667,1.083333333,0.083333333,0.708333333,1.0,10.0
PRNL,RIVE,91,TEMPUR,Zone 1,Early,TRS,1,5.0,5.0,2,3,6.5,4.583333333,0.625,1.916666667,3.041666667,0.083333333,0.833333333,1.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,TRS,1,5.0,5.0,6,3,18.375,4.583333333,0.75,13.79166667,0.958333333,1.083333333,1.791666667,2.0,10.0
DRYN,LBCK,150,TEMPUR,Zone 3,On time,Direct to Consumer,1,3.5,1.0,3,3,32.70833333,32.5,0.166666667,0.208333333,21.08333333,7.625,3.625,3.0,2.0
PRNL,CHRT,59,TEMPUR,Zone 2,On time,TRS,0,4.0,5.0,6,8,18.625,18.625,4.375,0.0,9.083333333,0.75,4.416666667,8.0,10.0
SSYS,LEXI,75,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,5,12,13.625,13.58333333,4.666666667,0.041666667,2.083333333,5.0,1.833333333,6.0,10.0
SPCG,WAKE,416,SEALY,Zone 1,Late,S&F.com,1,5.0,5.0,2,9,21.5,11.58333333,1.666666667,9.916666667,7.125,0.041666667,2.75,4.0,10.0
SSYS,DAYT,75,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,5.0,3,8,10.41666667,7.208333333,0.666666667,3.208333333,1.708333333,2.25,2.583333333,3.0,10.0
SSYS,HUNV,81,TEMPUR,Zone 2,On time,Direct to Consumer,0,4.0,4.5,3,2,12.41666667,7.583333333,0.708333333,4.833333333,2.083333333,3.875,0.916666667,1.0,5.0
PRNL,CHAN,160,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,7,4,5.5,4.541666667,0.875,0.958333333,3.125,0.0,0.541666667,1.0,10.0
PRNL,RICA,190,TEMPUR,Zone 1,Early,TRS,0,5.0,5.0,7,6,5.583333333,5.583333333,0.625,0.0,4.0,0.0,4.791666667,5.0,10.0
SPCG,BOSE,185,TEMPUR,Zone 1,On time,TRS,1,4.0,1.0,5,3,17.45833333,16.58333333,3.5,0.875,7.166666667,1.0,4.916666667,8.0,0.0
PRNL,27,59,TEMPUR,Zone 1,On time,Direct to Consumer,1,4.0,4.5,4,10,14.375,13.58333333,0.708333333,0.791666667,11.04166667,0.666666667,1.166666667,1.0,10.0
PRNL,NORX,59,TEMPUR,Zone 1,Early,TRS,0,4.0,5.0,7,8,16.375,15.58333333,6.625,0.791666667,2.125,1.875,4.958333333,11.0,10.0
SSYS,COGA,450,SEALY,Zone 1,On time,Alternative Channels,0,4.0,4.0,5,2,23.375,10.58333333,7.708333333,12.79166667,1.208333333,0.958333333,0.708333333,8.0,10.0
